Internal Status,Site ID,Site Name,Longitude,Latitude,Site Type,Height Of Site,Account Name,Approved Report Date,Structural Report Comment,Overall Status,Total FPA,Total EPA,Foundation Status (Existing),Capacity Status (Existing),Structure Capacity (Existing),Epa (Existing),Bearing FOS (Existing),Capacity Status (+1 Operator/Additional),Structure Capacity (+1 Operator/Additional),Epa (+1 Operator/Additional),Bearing FOS (+1 Operator/Additional),Capacity Status (+2 Operator/Additional),Structure Capacity (+2 Operator/Additional),Epa (+2 Operator/Additional),Bearing FOS (+2 Operator/Additional),Capacity Status (Maximum),Structure Capacity (Maximum),Epa (Maximum),Bearing (Maximum),QA Status,Site Condition,Capacity Status (Existing),Leg Member Stress (Existing),Brace Member Stress (Existing),Horz Member Stress (Existing),Leg Bolt Stress (Existing),Brace Bolt Stress (Existing),Horz Bolt Stress (Existing),Wires Stress (Existing),Foundation (Existing),HDB (Existing),Capacity Status (+1 Operator/Additional),Leg Member Stress (+1 Operator/Additional),Brace Member Stress (+1 Operator/Additional),Horz Member Stress (+1 Operator/Additional),Leg Bolt Stress (+1 Operator/Additional),Brace Bolt Stress (+1 Operator/Additional),Horz Bolt Stress (+1 Operator/Additional),Wires Stress (+1 Operator/Additional),Foundation(+1 Operator/Additional),HDB (+1 Operator/Additional),Capacity Status (+2 Operator/Additional),Leg Member Stress (+2 Operator/Additional),Brace Member Stress (+2 Operator/Additional),Horz Member Stress (+2 Operator/Additional),Leg Bolt Stress (+2 Operator/Additional),Brace Bolt Stress (+2 Operator/Additional),Horz Bolt Stress (+2 Operator/Additional),Wires Stress (+2 Operator/Additional),Foundation(+2 Operator/Additional),HDB (+2 Operator/Additional),BOM Weight (Legs),BOM Weight (Brace),BOM Type,Foundation Type,Leg Steel Grade,Brace Steel Grade ,Site Risk Rating,Audit Status,Topography,Exposure,Actual Condition Risk,Site/Tower Risk Profile,Population,Wind Speed,Master Comment,Superseded Structural Reports,Pending Structural Reports,Approved Structural Reports,Site Report Received,Structural Report Created,Latest Site Audit Uploaded Date,Latest Site Drawing Set Uploaded Date, Legacy ID, Site Audit Description, Modelling Program
Status Set,1033,Mtoni,39.26465,-6.88833,Structure-Lattice Tower,35,Helios Tanzania,26/10/2017,"V2_Structural Analysis_E.C. 	",Green,,,NI,Green,80,7.7,,Amber,110,10.8,,Amber,118,14,,NotSet,,,,,Green,Green,80,48,4,36,21,3,,,21,Amber,110,63,5,47,25,4,,,27,Amber,118,76,5,54,30,4,,,31,,,,NI,235,235,,DelmecInspected,1,C,5,5,2,27,,2,0,1,28/09/2017,26/10/2017,25/10/2017,13/03/2018,,Structural Survey Audit,MS Tower v6
Status Set,1034,Ilala,39.26431,-6.82839,Structure-Lattice Tower,35,Helios Tanzania,11/6/2024,,Green,,,NotSet,Green,51,10.5,,NotSet,,,,NotSet,,,,NotSet,,,,Fail,Green,Green,51,14,1,,,,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,Q345B,Q345B,,DelmecInspected,1,C,5,2,2,27,No Site Photographs,4,0,1,28/05/2024,11/6/2024,17/01/2018,13/03/2018,,Structural Survey Audit,ASM Tower
Status Set,1035,Luguruni,39.08278,-6.79961,Structure-Lattice Tower,50,Helios Tanzania,12/10/2017,"V3_Structural Analysis_GF.  BTS tower built on site. QA Audit 13/06/2018. (Tower bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysis)**RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 1.2m @33m** ",Green,,,GreenAssumed,Green,83,34,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Green,Green,61,83,47,62,30,11,,1.58,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,IndividualFooting,345,235,,DelmecInspected,1,C,5,5,5,27,,2,0,1,12/10/2017,12/10/2017,,14/03/2019,,,MS Tower v6
Status Set,1036,Tabata,39.23377,-6.82608,Structure-Lattice Tower,35,Helios Tanzania,11/1/2018,"V2.0_Structural Analysis_AV. 	**RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.6m @20.2m**Equipment added 3no. GSM Antennas 2.670x0.499x0.206 @32m az 10/120/250deg,15no. RRUs 0.4x0.3x0.1m @32m Behind Antenna, 1 No MW Dish 0.3m@36m az 286.5deg  [RFI 15/07/21]",Green,,,NI,Green,100,12.7,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Green,100,100,6,51,37,5,,,30,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,235,235,,DelmecInspected,1,C,5,2,2,27,,1,0,1,18/12/2017,11/1/2018,9/1/2018,23/01/2018,,Structural Survey Audit,MS Tower v6
Status Set,1037,Mbezi,39.21886,-6.72417,Structure-Lattice Tower,35,Helios Tanzania,14/02/2018,"V2_Structural Analysis_NE. 	**RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.6m @24.1m**Equipment added: 3no. GSM Antennas 1.933x0.261x0.146 @22m,4no. RRUs 0.351x0.298x0.128 @22m, [RFI 19/12/2019]",Amber,,,NI,Amber,126,21.5,,NotSet,,,,NotSet,,,,NotSet,,,,,Green,Amber,94,126,6,67,47,5,,,40,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,275,235,,DelmecInspected,1,B,5,2,2,27,,3,0,1,1/2/2018,14/02/2018,14/02/2018,6/3/2018,,Structural Survey Audit,MS Tower v6
Status Set,1038,Wazo,39.16763,-6.65981,Structure-Lattice Tower,69.6,Helios Tanzania Intelli,25/01/2024,"V2.0_Structural Analysis_HA. 	",Amber,27.9624362,35.59365238,NI,Green,80,34.7,,Green,86,38.6,,Green,92,42.6,,NotSet,,,,,Amber,Green,29,73,30,18,80,20,,,14,Green,33,78,34,21,86,22,,,16,Green,36,84,38,23,92,24,,,18,,,,NI,275,275,,DelmecInspected,2,C,3,3,3,27,,3,0,1,11/1/2024,25/01/2024,16/01/2024,13/09/2017,,Structural Survey Audit,MS Tower v6
Status Set,1040,Mtongani,39.19981,-6.69355,Structure-Lattice Tower,35,Helios Tanzania Intelli,6/11/2018,"V1_Structural Analysis_SC. 	Equipment added: 3no. GSM Antennas 2.4384x0.3112x0.1207 @Same as existing antennam,1no. RRUs 0.42x0.4x0.115 @29m, [RFI 29/10/2019]",Red,,,Red,Amber,103,12.7,,Amber,122,15.8,,NotSet,,,,NotSet,,,,,Green,Amber,76,103,8,47,37,7,,1.11,27,Amber,84,122,8,54,44,7,,0.97,32,NotSet,,,,,,,,,,,,,Raft,235,235,48,DelmecInspected,1,C,5,2,4,27,,1,0,1,12/10/2018,6/11/2018,1/11/2018,7/1/2019,,Structural Survey Audit,MS Tower v6
Decommissioned,1041,Ngano,39.26991,-6.79507,Structure-Lattice Tower,36.8,Helios Tanzania Intelli,17/01/2017,"V1_Structural Analysis_FC. 	",Green,,,NI,Green,62,7.5,,Green,72,10.7,,Green,81,13.8,,NotSet,,,,,Green,Green,59,56,62,61,42,22,,,29,Green,68,70,68,72,46,30,,,33,Green,77,78,75,81,51,30,,,38,,,,NI,235,235,,DelmecInspected,1,C,5,2,2,27,,1,0,1,8/12/2016,17/01/2017,9/1/2017,17/01/2017,,Structural Survey Audit,MS Tower v6
Status Set,1042,Haile Sellasi,39.27807,-6.77821,Structure-Lattice Tower,27,Helios Tanzania,25/09/2017,"V2_Structural Analysis_BP. 	",Amber,,,NI,Green,58,9.2,,Green,64,12.4,,Green,70,15.5,,NotSet,,,,Pass,Amber,Green,35,44,58,42,47,22,,,19,Green,40,50,64,48,53,24,,,22,Green,43,55,70,52,58,27,,,24,,,,NI,275,275,,DelmecInspected,1,C,3,2,2,27,,2,0,1,28/08/2017,25/09/2017,13/09/2017,28/09/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,1043,Namanga,39.26812,-6.77203,Rooftop-Latice Tower,36.8,Helios Tanzania Intelli,30/07/2018,"V1_Structural Analysis_NE. 	**RFI from ""Inventory Database for Q3"" Added: 3no. GSM Antennas 1.42x0.3x0.08 @29/29/29m az 20/140/275deg, 1no. GSM Antenna 1.39x0.3x0.18 @29m, 2no. MW Dishes 0.6m/0.6m @31/31m az 75/351**Equipment added: 6no. GSM Antennas 1.933x0.261x0.146 @28m,6no. RRUs 0.351x0.298x0.128 @28.4m,1no. MW Dishes 0.6m @28m [RFI 06/01/2020]",Amber,,,NI,Green,75,14.8,,NotSet,,,,NotSet,,,,NotSet,,,,,Amber,Green,61,61,75,72,64,28,,,34,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,275,275,,DelmecInspected,1,C,3,2,2,27,,1,0,1,29/06/2018,30/07/2018,23/07/2018,31/08/2018,,Structural Survey Audit,MS Tower v6
Status Set,1044,Kimweri,39.26649,-6.76247,Structure-Lattice Tower,34,Helios Tanzania Intelli,8/11/2018,"V1_Structural Analysis_SC. Members overstressed.		",Amber,12.54411671,16.23626428,NI,Amber,129,16.4,,NotSet,,,,NotSet,,,,NotSet,,,,,Amber,Amber,72,120,101,96,129,40,,,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,355,275,,DelmecInspected,1,D,4,2,2,27,,1,0,1,10/10/2018,8/11/2018,23/10/2018,3/7/2023,,Structural Survey Audit,MS Tower v6
Status Set,1045,Chole,39.2747,-6.75722,Structure-Lattice Tower,34,Helios Tanzania,1/2/2016,"V1.0_Structural analysis_MM_No members overstressed**RFI from ""Inventory Database for Q3"" SWAP: 1no. MW Dish from 0.6m to 0.3m @23m az 95deg****RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.3m @23m**",Amber,9.055403393,11.53484403,NI,Green,,7.6,,Green,,10.8,,Green,89,14.1,,NotSet,,,,,Amber,Green,,,,,,,,,,Green,,,,,,,,,49,Green,89,67,57,78,71,,,,,,,,NI,S235,S235,,DelmecInspected,1,D,4,2,2,27,,2,0,1,11/1/2016,1/2/2016,12/4/2016,4/7/2023,,Structural Survey Audit,MS Tower v6
Status Set,1046,Msasani Peninsula,39.28259,-6.75744,Structure-Lattice Tower,26.8,Helios Tanzania Intelli,1/11/2018,"V1_Structural Analysis_BLS. 	Equipment added: 1no. MW Dishes 0.3m @18m [RFI 27/02/2020]",Amber,1.130973355,1.426949082,NI,Green,50,5.4,,Green,57,8.6,,Green,67,11.7,,NotSet,,,,,Amber,Green,24,34,50,34,41,19,,,16,Green,28,41,57,41,47,22,,,20,Green,32,51,67,46,52,25,,,23,,,,NI,355,275,,DelmecInspected,1,D,4,2,2,27,,1,0,1,8/10/2018,1/11/2018,30/10/2018,4/2/2019,,Structural Survey Audit,MS Tower v6
Status Set,1047,Pemba South,39.65025,-5.36153,Structure-Lattice Tower,72,Helios Tanzania Intelli,1/3/2021,"V3.0_Structural Analysis_AG. 	",Amber,,,NI,Green,93,48.1,,Green,98,51.2,,Amber,106,54.4,,NotSet,,,,Pass,Amber,Green,90,93,92,80,90,77,,,65,Green,98,98,97,88,95,81,,,71,Amber,106,103,103,95,101,85,,,76,,,,NI,235/355,235/275,,DelmecInspected,1,D,4,1,1,27,,5,0,1,23/02/2021,1/3/2021,24/02/2021,27/07/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,1048,Ipole,39.25927,-6.79051,Structure-Lattice Tower,34,Helios Tanzania Intelli,3/12/2018,"V1_Structural Analysis_SC. 	",Amber,,,NI,Green,38,0,,Green,47,3.2,,Green,60,6.3,,NotSet,,,,,Amber,Green,25,26,38,26,33,14,,,,Green,32,46,47,36,40,18,,,,Green,38,60,56,43,47,24,,,,,,,NI,355,275,,DelmecInspected,1,C,3,1,2,27,,1,0,1,25/10/2018,3/12/2018,5/11/2018,13/02/2019,,Structural Survey Audit,MS Tower v6
Status Set,1049,Rose Garden,39.24345,-6.77319,Structure-Lattice Tower,37,Helios Tanzania,3/8/2017,"V2_Structural Analysis_BP. 	",Amber,,,NI,Green,74,9.8,,Green,85,12.9,,Green,94,16.1,,NotSet,,,,,Amber,Green,60,53,48,74,52,30,,,34,Green,70,62,52,85,57,34,,,39,Green,77,75,57,94,63,38,,,44,,,,NI,275,275,,DelmecInspected,1,C,4,2,2,27,,3,0,1,1/7/2017,3/8/2017,31/07/2017,3/10/2017,,Maintenance Inspection Audit,MS Tower v6
Status Set,1050,Gongolamboto,39.15454,-6.88568,Structure-Lattice Tower,36,Helios Tanzania,15/12/2017,"V3.0_Structural Analysis_AV. 	",Green,,,Green,Green,84,13.6,,Green,90,16.8,,NotSet,,,,NotSet,,,,,Green,Green,69,84,59,53,56,38,,5.27,22,Green,77,90,66,59,60,42,,4.73,25,NotSet,,,,,,,,,,,,,Piled,275,275,55,DelmecInspected,1,C,5,5,2,27,,3,0,1,5/11/2017,15/12/2017,13/12/2017,17/01/2018,,Structural Survey Audit,MS Tower v6
Status Set,1051,Mlandizi,38.73882,-6.70785,Structure-Lattice Tower,76.45,Helios Tanzania Intelli,18/09/2018,"V1_Structural Analysis_SJA. Members overstressed.	Equipment added: 3no. GSM Antennas 1.35x0.17x0.08m @63/63/63m,  [RFI 20/09/18]",Amber,,,NI,Amber,131,50.7,,Red,155,53.8,,Red,174,57,,NotSet,,,,,Amber,Amber,82,107,131,53,75,50,,,73,Red,90,114,155,59,79,53,,,81,Red,97,120,174,64,83,55,,,88,0,871.7,Existing,NI,275,235,,DelmecInspected,1,C,4,1,1,27,,1,0,1,25/07/2018,18/09/2018,17/09/2018,5/11/2018,,Structural Survey Audit,MS Tower v6
Status Set,1052,Kibaha,38.98724,-6.76986,Structure-Lattice Tower,75.5,Helios Tanzania,22/03/2018,"V2_Structural Analysis_NE. Members overstressed.	**RFI from ""Inventory Database for Q4"" Added: 2no. GSM Antennas 1.39x0.29x0.1 @56.5m, 3no. RRUs 0.4x0.3x0.1m @56.5m**",Red,,,Green,Red,213,36.4,,Red,240,39.6,,NotSet,,,,NotSet,,,,Pass,Green,Red,108,103,213,52,65,42,,3.15,71,Red,119,110,240,57,70,47,,2.89,78,NotSet,,,,,,,,,,,295.6,,Raft,235,235,45,DelmecInspected,1,C,5,4,1,27,,3,0,1,27/02/2018,22/03/2018,16/03/2018,4/4/2018,,Structural Survey Audit,MS Tower v6
Status Set,1053,Bagamoyo Secondary,38.91187,-6.44872,Structure-Lattice Tower,60.3,Helios Tanzania Intelli,14/01/2022,"V2.0_Structural Analysis_SMN. Members overstressed.	",Amber,,,NI,Amber,141,57.4,,Red,151,61.3,,Red,172,65.3,,NotSet,,,,,Amber,Amber,86,141,112,44,56,36,,,97,Red,96,151,136,50,60,39,,,NI,Red,106,172,156,55,64,44,,,NI,,,,NI,235,235,,DelmecInspected,1,D,2,1,1,27,,2,0,1,1/10/2021,14/01/2022,5/10/2021,12/6/2018,,Special Site Inspection,MS Tower v6
Status Set,1054,Mlalakua,39.22484,-6.76401,Structure-Lattice Tower,34,Helios Tanzania Intelli,31/07/2017,"V1.0_Structural Analysis_PO. 	- Pile inspection has been carried out. QA Audit  01/02/2018. **RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.6m @28.1m**",Green,,,Green,Green,71,9.8,,Green,82,13,,Green,90,16.1,,NotSet,,,,Pass,Green,Green,68,56,42,71,59,34,,,NI,Green,79,70,47,82,65,39,,,NI,Green,87,83,50,90,70,46,,,NI,,,,Piled,235,235,,DelmecInspected,1,C,5,2,2,27,,1,0,1,18/07/2017,31/07/2017,28/07/2017,20/11/2017,,Structural Survey Audit,MS Tower v6
Status Set,1058,Pugu,39.12479,-6.90264,Structure-Lattice Tower,50,Helios Tanzania,28/11/2022,"V3_Structural Analysis_AELF. Members overstressed.	Equipment added: 3no. GSM Antennas 2.25x0.58x0.1m @45/45/45m,1no. MW Dish 0.3m @30m  [RFI 10/03/17]",Amber,,,Green,Amber,123,17.2,,Amber,133,20.4,,Amber,141,23.6,,NotSet,,,,,Green,Amber,69,123,59,58,77,53,,4.95,33,Amber,78,133,63,65,83,57,,4.46,37,Amber,85,141,67,70,88,63,,4.14,40,,,,Piled,275,235,51,DelmecInspected,1,C,5,4,1,27,,3,0,1,2/9/2017,28/11/2022,29/09/2022,26/09/2017,,Special Site Inspection,MS Tower v6
Decommissioned,1059,Mbweni,39.12721,-6.58804,Structure-Lattice Tower,50,Helios Tanzania,15/05/2019,"V3.0_Structural Analysis_SM. Foundation enhancement done on site. QA Audit 09/04/2019.**RFI from ""Inventory Database for Q3"" Added: 1no. MW Dish 0.3m @30m, 3no. RRUs 0.351x0.298x0.13 @39.3/39.3/39.3m az 140/220/300deg , SWAP: 1no. MW Dish 1.2m to 0.6m @28.1m az 150deg****RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.6m @28.1m**",Green,,,Green,Green,87,18.8,,NotSet,,,,NotSet,,,,NotSet,,,,Pass,Green,Green,87,71,55,62,55,53,,5.83,,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,UpgradedPiled,275,275,,DelmecInspected,1,C,5,1,1,27,,4,0,1,9/4/2019,15/05/2019,13/08/2018,6/4/2018,,TSS Audit,MS Tower v6
Status Set,1060,Veterinary,39.25065,-6.85446,Structure-Lattice Tower,36.8,Helios Tanzania,27/05/2019,V2_Structural Analysis_PMcC. Foundation check done on site. QA Audit 04/04/2019.,Amber,,,Green,Green,76,13.9,,Green,96,17,,Amber,119,20.2,,NotSet,,,,Pass,Amber,Green,66,76,44,69,55,33,,,,Green,76,96,49,79,62,39,,,,Amber,84,119,55,87,68,45,,7.15,NI,,,,Piled,275,275,,DelmecInspected,1,C,3,2,2,27,,3,0,1,4/4/2019,27/05/2019,25/05/2018,6/3/2018,,TSS Audit,MS Tower v6
Status Set,1061,Kimanga,39.21637,-6.81621,Structure-Lattice Tower,37,Helios Tanzania,25/09/2017,"V2_Structural Analysis_SJA. 	**RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.6m @29m, 1no. MW Dish 0.6m @29m**",Green,,,NI,Green,48,6.2,,Green,58,9.3,,Green,66,12.5,,NotSet,,,,,Green,Green,47,41,34,48,44,24,,,13,Green,56,55,38,58,51,28,,,15,Green,62,57,42,66,56,33,,,17,,,,NI,275,275,,DelmecInspected,1,C,5,5,2,27,No Site Photographs,2,0,1,29/08/2017,25/09/2017,14/09/2017,13/03/2018,,Structural Survey Audit,MS Tower v6
Status Set,1062,Tabata Bima,39.22219,-6.83469,Structure-Lattice Tower,36.61,Helios Tanzania,4/12/2018,"V2_Structural Analysis_AM. 	**RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.3m @30.2m**",Green,,,NI,Green,53,4.1,,Green,62,7.2,,Green,76,10.4,,NotSet,,,,,Green,Green,36,45,53,44,44,21,,,12,Green,44,62,60,55,51,26,,,15,Green,50,76,67,62,57,30,,,17,,,,NI,355,275,,DelmecInspected,1,C,5,5,2,27,,2,0,1,25/08/2018,4/12/2018,26/11/2018,13/02/2019,,Structural Survey Audit,MS Tower v6
Status Set,1063,Ukonga,39.17695,-6.8724,Structure-Lattice Tower,34,Helios Tanzania,17/10/2017,"V3_Structural Analysis_BP. 	**RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.6m @28m**",Amber,,,NI,Green,95,20.5,,NotSet,,,,NotSet,,,,NotSet,,,,,Amber,Green,80,85,95,81,50,42,,,22,NotSet,,,,,,,,,,NotSet,,,,,,,,,,,,,NI,275,275,,DelmecInspected,1,C,4,5,2,27,No Site Photographs,4,0,1,25/09/2017,17/10/2017,12/10/2017,13/03/2018,,Structural Survey Audit,MS Tower v6
Decommissioned,1064,Manara,39.268,-6.78309,Structure-Lattice Tower,34,Helios Tanzania,5/2/2016,v1.0_(Structural Analysis)_JK_No members overstressed ,Amber,,,NI,Green,,5.9,,Green,70,9.1,,NotSet,,12.2,,NotSet,,,,,Amber,Green,,,,,,,,,,Green,53,57,70,52,47,,,,32,NotSet,,,,,,,,,,,,,NI,275,235,,DelmecInspected,1,C,4,2,2,27,,1,0,1,12/1/2016,5/2/2016,12/4/2016,13/03/2018,,Structural Survey Audit,MS Tower v6
In Query,1065,Kibangu,39.2035,-6.80439,Structure-Lattice Tower,39,Helios Tanzania,4/3/2014,"There is no need to strengthen this tower**RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.6m @27.8m**",Amber,,,NI,Green,,,,Green,91,,,NotSet,,,,NotSet,,,,,Amber,Green,,,,,,,,,,Green,44,91,,13,33,,,,25,NotSet,,,,,,,,,,,,,NI,345,248,,T2Inspected,1,B,3,2,2,27,No Site Photographs,1,0,1,4/3/2014,4/3/2014,31/05/2017,,,TSS Audit,MS Tower v6
Status Set,1066,Maktaba,39.28689,-6.81337,Structure-Lattice Tower,33.6,Helios Tanzania,18/12/2017,V3_Structural Analysis_LBEquipment added: 1no. MW Dishes 0.3m @8m [RFI 06/01/2020],Green,,,NI,Green,85,18.2,,Green,95,21.4,,Amber,103,24.5,,NotSet,,,,Fail,Green,Green,57,62,52,85,59,37,,,37,Green,64,67,56,95,64,41,,,42,Amber,70,78,60,103,69,46,,,46,,,,NI,355,275,,DelmecInspected,1,C,5,2,2,27,,3,0,1,5/12/2017,18/12/2017,12/12/2017,13/03/2018,,Structural Survey Audit,MS Tower v6
Status Set,1068,Kisukulu,39.2047,-6.82648,Structure-Lattice Tower,36,Helios Tanzania,6/11/2018,"V2_Structural Analysis_DK . 	",Amber,,,Green,Green,46,4.3,,Green,51,7.5,,Green,56,10.6,,NotSet,,,,,Amber,Green,38,46,33,29,31,18,,12.97,10,Green,45,51,37,34,34,21,,10.92,12,Green,50,56,41,38,38,24,,9.62,14,,,,Raft,275,275,55,DelmecInspected,1,B,3,5,2,27,,2,0,1,26/10/2018,6/11/2018,31/10/2018,7/1/2019,,Structural Survey Audit,MS Tower v6
Status Set,1069,Mosque,39.28317,-6.81939,Rooftop-Ballast Pole,5.8,Helios Tanzania,24/04/2024,V2.0_SA_MAH_Members Overstressed,Red,11.4588,14.56656,NotSet,Amber,142,7.2,,Red,195,18.2,,Red,250,29.2,,NotSet,,,,,Red,Amber,142,3,,8,6,,,,30,Red,195,13,,52,19,,,,NI,Red,250,22,,95,32,,,,NI,,,,NI,235/275,275,,DelmecInspected,1,C,1,2,2,27,,2,0,1,27/03/2024,24/04/2024,21/06/2019,11/3/2019,,Structural Survey Audit,MS Tower v6
Status Set,1070,Tegeta,39.19335,-6.65923,Structure-Lattice Tower,50,Helios Tanzania Intelli,3/11/2017,"Foundation enhancement done on site to v1.0 Delmec report. QA Audit 03/11/2017**RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.6m @30m, 1no. MW Dish 0.6m @35m, 1no. MW Dish 0.6m @34m**",Green,,,Green,Green,97,6.1,,Amber,106,9.3,,Amber,115,12.5,,NotSet,,,,Pass,Green,Green,47,97,43,40,65,34,,7.11,22,Amber,55,106,47,47,71,39,,6.11,26,Amber,62,115,50,52,77,43,,5.5,29,,,,UpgradedPiled,275,275,53,DelmecInspected,1,C,5,4,1,27,,2,0,1,3/11/2017,3/11/2017,7/11/2017,28/08/2017,,QA Audit,MS Tower v6
Status Set,1071,Mbwera,39.27946,-6.81004,Structure-Lattice Tower,26.53,Helios Tanzania,14/12/2017,"V2_Structural Analysis_SJA. 	Equipment added: 3no. GSM Antennas 1.35x0.08x0.17m @27/27/27m,1no. MW Dish 0.6m @22m  [RFI 13/09/17] # 23.6m tower, so RFI equipment according to tower height is 3no. GSM Antennas 1.35x0.08x0.17m @22.9/22.9/22.9m, 1no. MW Dish 0.6m @19.07m, Level 0 measured from the top of the cabinet. [RL Base is equal to 2.93m] #",Green,,,NI,Green,57,7.9,,Green,63,11.1,,Green,69,14.2,,NotSet,,,,,Green,Green,34,42,57,41,40,21,,10.93,19,Green,39,47,63,48,45,24,,9.45,22,Green,43,53,69,52,50,26,,8.58,24,,,,NI,275,275,55,DelmecInspected,1,B,5,3,2,27,,3,0,1,4/12/2017,14/12/2017,12/12/2017,13/03/2018,,Structural Survey Audit,MS Tower v6
Status Set,1072,Kibiti,38.94896,-7.71808,Structure-Lattice Tower,50,Helios Tanzania,28/11/2022,"Tower strengthened on site to v3.0 Delmec report. QA Audit 14/11/2018Equipment added: 3no. GSM Antennas 2x0.3x0.1m @39.4/39.4/39.4m, 1no. MW Dish 0.6m  @41m [RFI 04/02/19]Equipment added: 3no. GSM Antennas 1.3x0.1x0.178m @39.2/39.2/39.2m,   [RFI 04/02/19]",Red,,,Green,Red,221,38,,Red,1112,41.2,,Red,247,44.3,,NotSet,,,,Pass,Amber,Red,99,221,107,84,135,89,,3.24,53,Red,108,234,1112,91,143,95,,2.99,58,Red,116,247,119,98,151,102,,2.79,62,,,,Piled,275,235,46,DelmecInspected,2,C,4,4,3,27,,4,0,1,14/11/2018,28/11/2022,29/09/2022,26/03/2018,2,Special Site Inspection,MS Tower v6
Status Set,1073,Ikwiriri,38.98399,-7.95096,Structure-Lattice Tower,50,Helios Tanzania,24/06/2021,"V3_Structural Analysis_PMcC. BTS tower built on site. QA Audit 10/05/2021. (Tower bolts and geometry different in some sections, check revised Sagemcom drawings before doing new analysis). Foundation status based on as built drawing provided. ",Green,,,Green,Green,33,8.8,,Green,37,11.9,,Green,42,15.1,,NotSet,,,,NotSet,Green,Green,30,33,23,30,15,5,,,19,Green,36,37,28,37,19,7,,,23,Green,40,40,32,42,23,8,,1.51,27,,,,IndividualFooting,345,235,,DelmecInspected,1,C,5,4,1,27,,3,0,1,10/5/2021,24/06/2021,26/10/2018,4/4/2018,,Maintenance Inspection Audit,MS Tower v6
Status Set,1074,Zanaki,39.28327,-6.81549,Rooftop-Ballast Pole,8,Helios Tanzania,27/01/2022,V1.0_SA_MA_Pole Overstressed,Amber,,,NI,Green,43,3.8,,Green,53,5.1,,Green,61,6.3,,NotSet,,,,,Amber,Green,25,43,,,21,,,,NI,Green,27,53,,,25,,,,NI,Green,30,61,,,29,,,,NI,,,,RoofMounted,235,235,,DelmecInspected,1,C,4,2,2,27,,0,0,1,24/07/2021,27/01/2022,20/01/2022,24/01/2017,,Special Site Inspection,MS Tower v6
Status Set,1075,Bibi Titi,39.28386,-6.81216,Structure-Lattice Tower,37,Helios Tanzania,21/09/2017,"V3_Structural Analysis_BP. 	",Amber,,,NI,Green,79,15.3,,Green,90,18.5,,Green,98,21.6,,NotSet,,,,NotSet,Amber,Green,65,68,76,79,65,32,,,37,Green,74,78,83,90,71,35,,,42,Green,81,93,89,98,78,40,,,46,,,,NI,275,275,,DelmecInspected,1,C,3,2,2,27,No Site Photographs,3,0,1,26/08/2017,21/09/2017,12/9/2017,13/03/2018,,Maintenance Inspection Audit,MS Tower v6
Maintained,1077,Temeke,39.27122,-6.86791,Rooftop-Ballast Pole,6,Helios Tanzania,23/05/2019,V1_Structural Analysis_LAG.,Amber,,,NI,Green,94,1.7,,NotSet,,1.7,,NotSet,,1.7,,NotSet,,,,,Amber,Green,94,55,,,34,,,,NI,NotSet,,,,,,,,,NI,NotSet,,,,,,,,,NI,,,,RoofMounted,235,275,,DelmecInspected,1,C,2,2,2,27,,1,0,1,6/10/2018,23/05/2019,14/10/2018,29/01/2019,,Structural Survey Audit,MS Tower v6
Status Set,1078,Bunju,39.08526,-6.61582,Structure-Lattice Tower,36,Helios Tanzania Intelli,9/11/2018,"V1.1_Structural Analysis_AM. 	**RFI from ""Inventory Database for Q4"" Removed: 1no. MW Dish 0.6m @29m, 1no. MW Dish 0.6m @23m**",Red,,,Red,Green,67,13.2,,Green,77,16.3,,Green,84,19.5,,NotSet,,,,,Green,Green,67,60,53,51,46,34,,1.27,22,Green,77,66,61,58,51,39,,1.11,25,Green,84,72,71,63,56,45,,1,27,,,,IndividualFooting,275,235,48,DelmecInspected,1,C,5,2,2,27,,2,0,1,16/01/2017,9/11/2018,9/1/2017,10/2/2017,,Structural Survey Audit,MS Tower v6
